plate,mjd,fiber,orig_label,corrected_label(-1:followup_-2:bal_-3:subdla)
4623,55621,646,0,0
4650,55648,404,0,0
3803,55513,776,0,0
4504,55571,365,0,0
4269,55502,742,0,0
4627,55626,110,0,0
4760,55656,718,0,0
3852,55243,716,0,0
4293,55509,970,0,0
4631,55617,416,0,0
4698,55623,890,0,0
4737,55630,704,0,0
4645,55623,664,0,0
3936,55302,316,0,0
4717,55742,987,0,0
4208,55476,12,0,0
4856,55712,242,0,0
3843,55278,804,0,0
4511,55602,138,0,0
4739,55644,498,0,0
4654,55659,532,0,0
4278,55505,764,0,0
4560,55575,654,0,0
4627,55626,402,0,0
4422,55533,349,0,0
4470,55587,102,0,0
4690,55653,128,0,0
4296,55499,138,0,0
4852,55689,752,0,0
4892,55738,156,0,0
4629,55630,448,0,0
4212,55447,624,0,0
4239,55458,346,0,0
4048,55602,888,0,0
3664,55245,752,0,0
4382,55742,404,0,0
4055,55359,850,0,0
4039,55648,824,0,0
3928,55331,118,0,0
5068,55749,543,0,0
4759,55649,692,0,0
4026,55325,126,0,0
3868,55360,786,0,0
4694,55649,394,0,0
4195,55452,68,0,0
3782,55244,954,0,0
4450,55540,768,0,0
4217,55478,44,0,0
3866,55623,116,0,0
4453,55535,350,0,0
4786,55651,430,0,0
4765,55674,168,0,0
4209,55478,252,0,0
4758,55682,32,0,0
3967,55704,592,0,0
4876,55679,237,0,0
3771,55544,696,0,0
4693,55632,536,0,0
4529,55563,30,0,0
3669,55481,568,0,0
4049,55591,20,0,0
4882,55721,128,0,0
4573,55587,668,0,0
4610,55621,912,0,0
4532,55559,936,0,0
4557,55588,88,0,0
4191,55444,370,0,0
3792,55212,222,0,0
3769,55240,126,0,0
4062,55383,575,0,0
5041,55749,290,0,0
4766,55677,72,0,0
4617,55617,866,1,0
4729,55626,334,0,0
4566,55630,930,0,0
4267,55484,290,0,0
4808,55705,760,0,0
4758,55682,88,0,0
4799,55656,676,0,0
3759,55236,40,0,0
3811,55538,932,0,0
4648,55673,42,0,0
3829,55300,528,0,0
4776,55652,346,0,0
4839,55703,404,0,0
4752,55653,44,0,0
4183,55447,722,0,0
4573,55587,217,0,0
4294,55500,488,0,0
4208,55476,930,0,0
4063,55364,358,0,0
4228,55484,213,0,0
4700,55709,804,0,0
3982,55332,196,0,0
3828,55539,716,0,0
4441,55532,228,0,0
4175,55680,812,0,0
4862,55685,426,0,0
3862,55276,736,0,0
4833,55679,694,0,0
4628,55646,846,0,0
3763,55508,507,0,0
3674,55182,446,0,0
4783,55652,168,0,0
4615,55618,566,0,0
4483,55587,772,0,0
4078,55358,712,0,0
5015,55707,418,0,0
4733,55649,354,0,0
4832,55680,576,0,0
4776,55652,487,0,0
4615,55618,319,0,0
4080,55471,424,0,0
3869,55273,964,0,0
4224,55481,59,0,0
4794,55647,874,0,0
3671,55483,114,0,0
4507,55564,654,0,0
3843,55278,196,0,0
3820,55542,196,0,0
3830,55574,68,0,0
4571,55629,398,0,0
4634,55626,444,0,0
4882,55721,194,0,0
4751,55646,789,0,0
4740,55651,734,0,0
4862,55685,152,0,0
3938,55328,648,0,0
4961,55719,572,0,0
4214,55451,874,0,0
4471,55617,140,0,0
3800,55486,826,0,0
4441,55532,12,0,0
4999,55721,502,0,0
4184,55450,746,0,0
4882,55721,68,0,0
3940,55327,208,0,0
3983,55603,966,0,0
4495,55566,552,0,0
3777,55210,312,0,0
3927,55333,735,0,0
4835,55688,95,0,0
3863,55280,946,0,0
4484,55565,466,0,0
5011,55739,54,0,0
4565,55591,998,0,0
4690,55653,282,0,0
4021,55620,513,0,0
4440,55539,355,0,0
4192,55469,1000,0,0
3825,55533,44,0,0
4508,55600,152,0,0
3814,55535,4,0,0
4287,55483,798,0,0
4305,55509,894,0,0
4069,55365,568,0,0
4256,55477,858,0,0
4198,55480,570,0,0
3936,55302,148,0,0
3615,55179,780,0,0
3701,55540,654,0,0
4774,55659,958,0,0
3980,55331,972,0,0
4858,55686,974,0,0
5006,55706,114,0,0
3784,55269,952,0,0
4617,55617,848,0,0
4286,55499,27,0,0
3984,55333,550,0,0
4451,55537,926,0,0
4532,55559,358,0,0
3774,55244,962,0,0
3615,55445,964,0,0
4044,55359,64,0,0
4235,55451,148,0,0
4757,55653,902,0,0
4566,55630,304,0,0
5005,55751,778,0,0
4689,55656,76,0,0
3841,55572,408,0,0
3936,55302,228,0,0
4782,55654,932,0,0
4783,55652,818,0,0
4219,55480,266,0,0
4553,55584,574,0,0
4306,55584,557,0,0
4193,55476,789,0,0
4997,55738,352,0,0
3872,55382,620,0,0
4635,55615,174,0,0
4793,55648,598,0,0
4719,55736,184,0,0
4626,55647,624,0,0
4694,55649,860,0,0
4213,55449,786,0,0
4835,55688,914,0,0
4956,55737,500,0,0
5010,55748,498,0,0
4229,55501,117,0,0
4574,55621,466,0,0
3986,55329,708,0,0
4056,55357,600,0,0
4052,55600,840,0,0
4558,55569,624,0,0
4385,55752,36,0,0
4736,55631,226,0,0
4657,55591,142,0,0
4747,55652,757,0,0
5015,55707,482,0,0
3981,55603,402,0,0
4072,55362,178,0,0
3957,55664,764,0,0
3818,55532,514,0,0
4459,55533,132,0,0
4220,55447,520,0,0
4456,55537,678,0,0
4304,55506,930,0,0
4225,55455,882,0,0
4287,55483,790,0,0
3952,55330,228,0,0
4831,55679,988,0,0
3588,55184,450,0,0
3680,55210,882,0,0
4481,55630,102,0,0
3812,55513,968,0,0
3756,55505,198,0,0
5009,55707,202,0,0
4309,55528,74,0,0
4748,55631,764,0,0
4007,55327,886,0,0
4013,55629,642,0,0
4259,55501,68,0,0
4368,55559,196,0,0
3650,55244,672,0,0
4510,55559,950,0,0
4503,55563,258,0,0
3780,55240,608,0,0
4214,55451,836,0,0
4009,55648,820,0,0
4761,55633,328,0,0
4629,55630,642,0,0
4005,55325,226,0,0
4178,55653,544,0,0
3870,55273,152,0,0
4055,55359,44,0,0
4858,55686,624,0,0
4355,55533,116,0,0
4014,55630,922,0,0
4241,55450,232,0,0
3981,55603,908,0,0
4856,55712,830,0,0
3833,55290,972,1,0
4424,55532,504,0,0
3876,55245,953,1,0
4242,55476,42,0,0
5029,55750,270,0,0
4628,55646,20,0,0
3976,55302,504,0,0
3697,55290,714,0,0
4079,55363,28,0,0
3843,55278,490,0,0
4057,55357,862,0,0
4183,55447,796,0,0
4089,55470,126,0,0
4302,55531,974,0,0
4690,55653,330,0,0
4069,55365,634,0,0
4051,55337,46,0,0
3811,55538,580,0,0
4308,55565,896,0,0
4800,55674,650,0,0
4616,55617,250,0,0
4265,55505,611,0,0
4560,55575,294,0,0
5011,55739,57,0,0
3787,55565,66,0,0
5005,55751,586,0,0
4801,55653,146,0,0
4572,55622,48,0,0
4856,55712,478,0,0
5005,55751,14,0,0
3969,55307,750,0,0
4046,55605,736,0,0
4016,55632,662,0,0
3696,55277,596,0,0
4699,55684,626,0,0
4306,55584,690,0,0
3691,55274,542,0,0
4691,55651,518,0,0
5005,55751,486,0,0
4042,55626,820,0,0
3784,55269,928,0,0
4080,55471,416,0,0
4709,55720,742,0,0
4020,55332,424,0,0
4657,55591,147,0,0
3662,55182,776,0,0
4370,55534,312,0,0
4839,55703,30,0,0
3817,55277,172,0,0
3967,55704,272,0,0
4563,55617,320,0,0
4027,55629,734,0,0
4231,55444,450,0,0
4057,55357,318,0,0
4232,55447,578,0,0
5141,55746,710,0,0
4265,55505,709,0,0
5010,55748,713,0,0
4210,55444,148,0,0
4956,55737,340,0,0
4995,55739,576,0,0
4710,55707,228,0,0
4992,55723,816,0,0
3686,55268,146,0,0
4732,55648,627,0,0
3867,55652,700,0,0
3766,55213,798,0,0
4191,55444,470,0,0
4296,55499,540,0,0
4760,55656,480,0,0
4229,55501,204,0,0
5065,55739,662,0,0
4205,55454,434,0,0
4864,55680,70,0,0
4900,55739,228,0,0
3846,55327,360,0,0
4783,55652,892,0,0
4772,55654,807,0,0
3825,55533,706,0,0
3863,55280,240,0,0
4716,55738,400,1,0
4060,55359,264,0,0
4784,55677,100,0,0
4626,55647,650,0,0
3971,55322,160,0,0
3846,55327,150,0,0
4574,55621,18,0,0
4694,55649,656,0,0
4095,55497,810,0,0
4622,55629,190,0,0
4275,55501,178,0,0
4018,55622,32,0,0
4455,55539,772,0,0
4193,55476,482,0,0
4083,55441,556,0,0
3981,55603,904,0,0
3849,55274,800,0,0
4304,55506,52,0,0
4480,55591,858,0,0
4267,55484,274,0,0
3849,55274,502,0,0
4078,55358,926,0,0
4707,55653,506,0,0
4350,55556,386,0,0
4700,55709,200,0,0
3675,55183,932,0,0
3825,55533,784,0,0
4838,55686,978,0,0
4862,55685,119,0,0
3862,55276,448,0,0
4504,55571,10,0,0
4801,55653,34,0,0
3692,55186,380,0,0
4275,55501,302,0,0
4227,55481,672,0,0
4710,55707,846,0,0
4612,55590,883,0,0
3821,55535,926,0,0
4223,55451,574,0,0
4720,55691,462,0,0
4716,55738,567,0,0
4269,55502,562,0,0
4087,55449,309,0,0
4256,55477,569,0,0
4776,55652,50,0,0
4567,55589,424,0,0
3659,55181,216,0,0
4779,55656,902,0,0
4242,55476,332,0,0
4093,55475,548,0,0
4807,55687,256,0,0
4192,55469,134,0,0
4237,55478,640,0,0
4194,55450,162,0,0
3751,55234,20,0,0
4893,55709,258,0,0
3944,55660,820,0,0
3745,55234,810,0,0
4895,55708,78,0,0
4066,55444,954,0,0
4624,55654,306,0,0
4241,55450,235,0,0
4182,55446,154,0,0
4226,55475,866,0,0
5011,55739,784,0,0
4735,55651,837,0,0
3975,55321,822,0,0
3831,55543,74,0,0
4877,55707,962,0,0
4372,55541,734,0,0
3662,55182,306,0,0
3820,55542,620,0,0
4838,55686,386,0,0
4012,55327,282,0,0
3817,55277,612,0,0
4455,55539,482,0,0
4993,55738,390,0,0
3977,55335,322,0,0
4441,55532,160,0,0
5001,55719,848,0,0
4387,55534,440,0,0
4177,55688,504,0,0
4732,55648,292,0,0
4035,55383,174,0,0
4097,55506,449,0,0
4835,55688,510,0,0
4612,55590,950,0,0
4993,55738,988,0,0
3870,55273,30,0,0
4050,55599,982,0,0
4620,55652,584,0,0
5013,55723,664,0,0
4444,55538,150,0,0
4628,55646,630,0,0
4291,55525,656,0,0
4041,55361,936,0,0
3754,55488,880,0,0
4019,55363,312,0,0
4211,55446,252,0,0
4506,55568,828,0,0
4662,55590,658,0,0
4316,55505,372,0,0
4731,55656,80,0,0
4532,55559,572,0,0
3769,55240,338,0,0
4192,55469,232,0,0
4182,55446,750,0,0
3863,55280,506,0,0
3806,55505,595,0,0
3949,55650,16,0,0
4212,55447,568,0,0
4366,55536,772,0,0
3965,55302,514,0,0
4038,55363,550,0,0
4650,55648,668,0,0
3874,55280,88,0,0
4706,55705,740,0,0
4632,55644,524,0,0
4202,55445,88,0,0
4070,55681,1000,0,0
4043,55630,508,0,0
4960,55747,254,0,0
4703,55617,68,0,0
4041,55361,916,0,0
4471,55617,832,0,0
5011,55739,794,0,0
4775,55708,88,0,0
3815,55537,986,0,0
4806,55688,804,0,0
4304,55506,839,0,0
4091,55498,190,0,0
3820,55542,972,0,0
4013,55629,232,0,0
4726,55712,168,0,0
5014,55717,428,0,0
3785,55241,338,0,0
4861,55710,614,0,0
3864,55649,446,0,0
4709,55720,220,0,0
3928,55331,772,0,0
4189,55679,664,0,0
3980,55331,956,0,0
4206,55471,834,0,0
4726,55712,870,0,0
3923,55325,44,0,0
3810,55531,32,0,0
4693,55632,892,0,0
4557,55588,46,0,0
4893,55709,305,0,0
3869,55273,332,0,0
4992,55723,76,0,0
4685,55657,214,0,0
4015,55624,38,0,0
4073,55663,134,0,0
4007,55327,908,0,0
4748,55631,498,0,0
4290,55527,992,0,0
4779,55656,693,0,0
4441,55532,784,0,0
4840,55690,576,0,0
4563,55617,913,0,0
3853,55268,670,0,0
3922,55333,776,0,0
3926,55327,974,0,0
4066,55444,955,0,0
4832,55680,996,0,0
4458,55536,228,0,0
4857,55711,968,0,0
3792,55212,918,0,0
4718,55750,954,0,0
5010,55748,763,0,0
5068,55749,654,0,0
4712,55738,182,0,0
3821,55535,438,0,0
4043,55630,590,0,0
4808,55705,935,1,0
3809,55533,776,0,0
4382,55742,507,0,0
3830,55574,328,0,0
4635,55615,112,0,0
4629,55630,362,0,0
4045,55622,294,0,0
3950,55680,292,0,0
4989,55743,207,0,0
4997,55738,868,0,0
4498,55615,68,0,0
4078,55358,894,0,0
4800,55674,960,0,0
4051,55337,700,0,0
4482,55617,796,0,0
4212,55447,942,0,0
4861,55710,454,0,0
4833,55679,616,0,0
4302,55531,618,0,0
4015,55624,566,0,0
3794,55241,564,0,0
4648,55673,568,0,0
4716,55738,154,0,0
4702,55618,46,0,0
4227,55481,650,0,0
4776,55652,252,0,0
4965,55721,214,0,0
3846,55327,450,0,0
4499,55572,478,0,0
4462,55600,444,0,0
4225,55455,213,0,0
4875,55677,328,0,0
4241,55450,354,1,0
4739,55644,961,0,0
4741,55704,488,0,0
4473,55589,230,0,0
4772,55654,20,0,0
4205,55454,188,0,0
4010,55350,804,0,0
4359,55533,50,0,0
3828,55539,130,0,0
3922,55333,972,0,0
4878,55710,138,0,0
4293,55509,608,0,0
3876,55245,372,0,0
3975,55321,580,0,0
4856,55712,852,0,0
3693,55208,478,0,0
4987,55746,318,0,0
4072,55362,962,0,0
4990,55743,754,0,0
4961,55719,177,0,0
4876,55679,724,0,0
3965,55302,50,0,0
4312,55511,140,0,0
4221,55443,690,0,0
4470,55587,945,0,0
3759,55236,732,0,0
4601,55589,658,0,0
4177,55688,234,0,0
4509,55574,640,0,0
4722,55735,638,0,0
3764,55514,396,0,0
4652,55672,558,0,0
3701,55540,82,0,0
4499,55572,570,0,0
4237,55478,806,0,0
4633,55620,403,0,0
3667,55186,102,0,0
4966,55712,780,0,0
4304,55506,939,0,0
3971,55322,494,0,0
5004,55711,820,0,0
4718,55750,32,0,0
3966,55571,870,0,0
4068,55445,678,0,0
4450,55540,48,0,0
4042,55626,440,0,0
4758,55682,132,0,0
4220,55447,453,0,0
4724,55742,536,0,0
4530,55564,946,0,0
4800,55674,888,0,0
3805,55269,958,0,0
4178,55653,370,0,0
3967,55704,210,0,0
4273,55506,690,0,0
3843,55278,612,0,0
4832,55680,660,0,0
3952,55330,42,0,0
4834,55685,141,0,0
3761,55272,519,0,0
3683,55245,600,0,0
3688,55273,542,0,0
5001,55719,818,0,0
3973,55323,550,0,0
3606,55182,256,0,0
3925,55338,188,0,0
4266,55486,473,0,0
3673,55178,606,0,0
4218,55479,528,0,0
3923,55325,6,0,0
4994,55739,26,0,0
3983,55603,688,0,0
3986,55329,760,0,0
4833,55679,475,0,0
4094,55481,504,0,0
4699,55684,776,0,0
4752,55653,916,0,0
4632,55644,253,0,0
3947,55332,990,0,0
3835,55570,156,0,0
3853,55268,352,0,0
4004,55321,194,0,0
5003,55715,527,0,0
4056,55357,466,0,0
4458,55536,178,0,0
4036,55330,560,0,0
4960,55747,624,0,0
4766,55677,804,0,0
4863,55688,496,0,0
3958,55329,322,0,0
4697,55660,646,0,0
4044,55359,376,0,0
4727,55693,740,0,0
4752,55653,118,0,0
4622,55629,410,0,0
4267,55484,782,0,0
4222,55444,832,0,0
4240,55455,112,0,0
3976,55302,310,0,0
4448,55538,922,0,0
4400,55509,502,0,0
3775,55207,450,0,0
3691,55274,786,0,0
4750,55630,659,0,0
3844,55321,90,0,0
4891,55736,66,0,0
3779,55222,68,0,0
4573,55587,204,0,0
4026,55325,510,0,0
4005,55325,710,0,0
4179,55684,652,0,0
4293,55509,119,0,0
3875,55364,510,0,0
4231,55444,448,0,0
3822,55544,44,0,0
4782,55654,865,0,0
4341,55538,324,0,0
4482,55617,139,0,0
4199,55481,300,0,0
3959,55679,358,0,0
4832,55680,344,0,0
4268,55483,314,0,0
4382,55742,530,0,0
4575,55590,860,0,0
3969,55307,488,0,0
3698,55501,450,0,0
4726,55712,76,0,0
4614,55604,372,0,0
4221,55443,247,0,0
5014,55717,586,0,0
4626,55647,684,0,0
3931,55350,306,0,0
3803,55513,408,0,0
4286,55499,282,0,0
4034,55635,592,0,0
4699,55684,210,0,0
5041,55749,822,0,0
3678,55208,510,0,0
4424,55532,110,0,0
4864,55680,888,0,0
4498,55615,502,0,0
4614,55604,720,0,0
4443,55539,982,0,0
4013,55629,968,0,0
4193,55476,837,0,0
5065,55739,26,0,0
4200,55499,886,0,0
3686,55268,100,0,0
3804,55267,332,0,0
4019,55363,318,0,0
4780,55682,14,0,0
4895,55708,66,0,0
4780,55682,254,0,0
3985,55320,118,0,0
4343,55540,242,0,0
4290,55527,276,0,0
4296,55499,910,0,0
3695,55212,494,0,0
4756,55631,92,0,0
4857,55711,878,0,0
5002,55710,126,0,0
4207,55475,545,0,0
4256,55477,460,0,0
4229,55501,157,0,0
3847,55588,908,0,0
3791,55501,574,0,0
4269,55502,510,0,0
3606,55182,504,0,0
5000,55715,250,0,0
4226,55475,735,0,0
4052,55600,980,0,0
4207,55475,512,0,0
5066,55749,112,0,0
4450,55540,489,0,0
4237,55478,102,0,0
4282,55507,992,0,0
4715,55653,100,0,0
4192,55469,858,0,0
4275,55501,416,0,0
4274,55508,726,0,0
4840,55690,490,0,0
4210,55444,548,0,0
4040,55605,488,0,0
4182,55446,866,0,0
4074,55679,146,0,0
4224,55481,860,0,0
4400,55509,858,0,0
3987,55590,422,0,0
4449,55544,164,0,0
3861,55274,424,0,0
4993,55738,783,0,0
4262,55482,488,0,0
3820,55542,544,0,0
3683,55178,120,0,0
4999,55721,356,0,0
4029,55618,182,0,0
4199,55481,800,0,0
4344,55557,886,0,0
4196,55478,142,0,0
4180,55679,127,0,0
4365,55539,774,0,0
4451,55537,462,0,0
4345,55569,750,0,0
4611,55603,810,0,0
3755,55504,148,0,0
4030,55634,366,0,0
4029,55618,742,0,0
4199,55481,558,0,0
4351,55538,540,0,0
4781,55653,142,0,0
4233,55449,512,0,0
4222,55444,744,0,0
4315,55503,205,0,0
4955,55750,654,0,0
5067,55751,360,0,0
4504,55571,566,0,0
3779,55222,514,0,0
3845,55323,94,0,0
4501,55590,696,0,0
4759,55649,308,0,0
3662,55182,650,0,0
4019,55363,892,0,0
4797,55662,92,0,0
3879,55244,378,0,0
3758,55506,808,0,0
4214,55451,114,0,0
3949,55650,782,0,0
4511,55602,306,0,0
4562,55570,240,0,0
4718,55750,204,0,0
4756,55631,135,0,0
3669,55481,180,0,0
4711,55737,434,0,0
3772,55277,306,0,0
4227,55481,47,0,0
3928,55331,112,0,0
3777,55210,460,0,0
4741,55704,944,0,0
5010,55748,143,0,0
4729,55626,710,0,0
3863,55280,22,0,0
4994,55739,528,0,0
4207,55475,610,0,0
4058,55358,90,0,0
4876,55679,805,0,0
4690,55653,110,0,0
4615,55618,286,0,0
4741,55704,615,0,0
4877,55707,896,0,0
4997,55738,842,0,0
4306,55584,806,0,0
3807,55511,534,0,0
3818,55532,194,0,0
4629,55630,860,0,0
4659,55587,378,0,0
4480,55591,456,0,0
3966,55571,976,0,0
4508,55600,556,0,0
4659,55587,620,0,0
4208,55476,802,0,0
4509,55574,622,0,0
4858,55686,14,0,0
3848,55647,349,0,0
4213,55449,50,0,0
3971,55322,198,0,0
4575,55590,586,0,0
3939,55633,256,0,0
3805,55269,861,0,0
3755,55504,698,0,0
4004,55321,726,0,0
4458,55536,688,0,0
3872,55382,446,0,0
4875,55677,165,0,0
4529,55563,464,0,0
4494,55569,466,0,0
3871,55307,234,0,0
3844,55321,254,0,0
4458,55536,202,0,0
4612,55590,252,0,0
4496,55544,154,0,0
3934,55336,264,0,0
3922,55333,226,0,0
4761,55633,490,0,0
4494,55569,562,0,0
5065,55739,428,0,0
3873,55277,716,0,0
4203,55447,685,0,0
4227,55481,360,0,0
3932,55337,820,0,0
3969,55307,666,0,0
4227,55481,567,0,0
3950,55680,18,0,0
4059,55360,286,0,0
4311,55506,796,0,0
4012,55327,144,0,0
4481,55630,482,0,0
4755,55660,636,0,0
4007,55327,470,0,0
4312,55511,982,0,0
3953,55322,818,0,0
4801,55653,516,0,0
4363,55537,787,0,0
4566,55630,990,0,0
3840,55574,180,0,0
3830,55574,19,0,0
4652,55672,806,0,0
4004,55321,412,0,0
3785,55273,466,0,0
3793,55214,336,0,0
3830,55574,752,0,0
3928,55331,940,0,0
3813,55532,750,0,0
3964,55648,810,0,0
4874,55673,334,0,0
3812,55513,866,0,0
4365,55539,760,0,0
4837,55707,433,0,0
4650,55648,452,0,0
3803,55513,358,0,0
3809,55533,234,0,0
3762,55507,1000,0,0
3866,55623,386,0,0
4017,55329,496,0,0
3839,55575,1000,0,0
4206,55471,937,0,0
4097,55506,834,0,0
4719,55736,145,0,0
4222,55444,126,0,0
4545,55567,616,0,0
4998,55722,712,0,0
3861,55274,852,0,0
4860,55691,626,0,0
5011,55739,364,0,0
4187,55693,10,0,0
4306,55584,966,0,0
4495,55566,544,0,0
4453,55535,252,0,0
4874,55673,544,0,0
4189,55679,374,0,0
4837,55707,578,0,0
4854,55685,986,0,0
4874,55673,746,0,0
4236,55479,894,0,0
3771,55544,34,0,0
4863,55688,186,0,0
4734,55646,316,0,0
4202,55445,970,0,0
4344,55557,570,0,0
4051,55337,546,0,0
5013,55723,848,0,0
4264,55506,606,0,0
4470,55587,550,0,0
3829,55300,900,0,0
4312,55511,318,0,0
4654,55659,552,0,0
4649,55621,638,0,0
4280,55503,421,0,0
4066,55444,293,0,0
3933,55335,470,0,0
4312,55511,714,0,0
4707,55653,530,0,0
4996,55720,734,0,0
3855,55268,470,0,0
4493,55585,922,0,0
3849,55274,960,0,0
3760,55268,88,0,0
3936,55302,247,0,0
3854,55247,584,0,0
3938,55328,466,0,0
4748,55631,398,0,0
4793,55648,910,0,0
4526,55559,706,0,0
4085,55452,742,0,0
4509,55574,404,0,0
4862,55685,539,0,0
3871,55307,686,0,0
3831,55543,90,0,0
4486,55588,108,0,0
4838,55686,870,0,0
4783,55652,840,0,0
4004,55321,594,0,0
4558,55569,558,0,0
4227,55481,571,0,0
4530,55564,674,0,0
4766,55677,8,0,0
4896,55712,424,0,0
3660,55209,244,0,0
3944,55660,70,0,0
4440,55539,534,0,0
4854,55685,184,0,0
4486,55588,317,0,0
4576,55592,871,0,0
4863,55688,896,0,0
3867,55652,460,0,0
4616,55617,694,0,0
4875,55677,198,0,0
4716,55738,702,0,0
4231,55444,504,0,0
4038,55363,210,0,0
3686,55268,996,0,0
4966,55712,988,0,0
3819,55540,708,0,0
4989,55743,529,0,0
4306,55584,484,0,0
4805,55715,804,0,0
4059,55360,842,0,0
4189,55679,328,0,0
4766,55677,930,0,0
3874,55280,288,0,0
4856,55712,12,0,0
4858,55686,806,0,0
4382,55742,392,0,0
4222,55444,428,0,0
4685,55657,716,0,0
3765,55508,312,0,0
3948,55331,454,0,0
4971,55747,122,0,0
4366,55536,894,0,0
4020,55332,970,0,0
4776,55652,332,0,0
4733,55649,782,0,0
4370,55534,171,0,0
4502,55569,942,0,0
4571,55629,730,0,0
3957,55664,408,0,0
4219,55480,186,0,0
4690,55653,336,0,0
4042,55626,896,0,0
4882,55721,252,0,0
4222,55444,696,0,0
4774,55659,374,0,0
4694,55649,337,0,0
4808,55705,503,0,0
4715,55653,872,0,0
4506,55568,56,1,0
4718,55750,40,0,0
3800,55486,640,0,0
3800,55486,80,0,0
3932,55337,648,0,0
4017,55329,970,0,0
4265,55505,826,0,0
4862,55685,700,0,0
4063,55364,360,0,0
3800,55486,100,0,0
3853,55268,336,0,0
4703,55617,796,0,0
3806,55505,136,0,0
3794,55241,668,0,0
4502,55569,796,0,0
4648,55673,608,0,0
3871,55307,216,0,0
4066,55444,120,0,0
4786,55651,176,0,0
4617,55617,472,0,0
3791,55501,704,0,0
3687,55269,794,0,0
4737,55630,864,0,0
3860,55269,806,0,0
4382,55742,244,0,0
3679,55209,324,0,0
4891,55736,670,0,0
3682,55244,634,0,0
3784,55269,196,0,0
3768,55564,826,0,0
4562,55570,196,0,0
4456,55537,48,0,0
4179,55684,433,0,0
4059,55360,594,0,0
4705,55705,464,0,0
4998,55722,128,0,0
4857,55711,664,0,0
4635,55615,852,0,0
4994,55739,57,0,0
4046,55605,288,0,0
4735,55651,786,0,0
4992,55723,414,0,0
4447,55542,190,0,0
3770,55234,810,0,0
4877,55707,194,0,0
4731,55656,359,0,0
4447,55542,168,0,0
4650,55648,894,0,0
4382,55742,504,0,0
4566,55630,102,0,0
4737,55630,828,0,0
4042,55626,230,0,0
4058,55358,716,0,0
4863,55688,220,0,0
4719,55736,888,0,0
5009,55707,973,0,0
3697,55290,254,0,0
4992,55723,636,0,0
4782,55654,381,0,0
4602,55644,128,0,0
4449,55544,304,0,0
3927,55333,670,0,0
4691,55651,742,0,0
4212,55447,374,0,0
4343,55540,680,0,0
4404,55513,20,0,0
4900,55739,506,0,0
4030,55634,584,0,0
4363,55537,138,0,0
3775,55207,900,0,0
3759,55236,324,0,0
3587,55182,900,0,0
4784,55677,102,0,0
3854,55247,470,0,0
4778,55706,928,0,0
4690,55653,776,0,0
3666,55185,144,0,0
4230,55483,570,0,0
4501,55590,30,0,0
4480,55591,382,0,0
3870,55273,828,0,0
4321,55504,150,0,0
3825,55533,64,0,0
4699,55684,450,0,0
4835,55688,612,0,0
4279,55508,322,0,0
4875,55677,900,0,0
4851,55680,138,0,0
3805,55269,64,0,0
4460,55533,774,0,0
4646,55622,344,0,0
4056,55357,670,0,0
4700,55709,344,0,0
4751,55646,384,0,0
3690,55182,810,0,0
3809,55533,457,1,0
3842,55565,538,0,0
5007,55710,322,0,0
3766,55213,98,0,0
5013,55723,466,0,0
4851,55680,415,0,0
4637,55616,513,0,0
4478,55600,898,0,0
4736,55631,130,0,0
4707,55653,394,0,0
4633,55620,567,0,0
3860,55269,450,0,0
4616,55617,186,0,0
3756,55505,630,0,0
4857,55711,729,0,0
5007,55710,342,0,0
4453,55535,870,0,0
4178,55653,690,0,0
3951,55681,628,0,0
4748,55631,224,0,0
3879,55244,914,0,0
3758,55506,738,0,0
4212,55447,952,0,0
4027,55629,858,0,0
4446,55589,924,0,0
4470,55587,824,0,0
3866,55623,54,0,0
3689,55180,506,0,0
3968,55590,150,0,0
3929,55335,910,0,0
4834,55685,173,0,0
4005,55325,686,1,0
4224,55481,398,0,0
4854,55685,128,1,0
4863,55688,744,0,0
4857,55711,722,0,0
4561,55614,934,0,0
4345,55569,976,0,0
4637,55616,990,0,0
4885,55735,574,0,0
4775,55708,818,0,0
3842,55565,248,0,0
4215,55471,512,0,0
4961,55719,358,0,0
4319,55507,951,0,0
4094,55481,72,0,0
4221,55443,553,0,0
4234,55478,118,0,0
4654,55659,928,0,0
4236,55479,914,0,0
4571,55629,924,0,0
4235,55451,738,0,0
4507,55564,868,0,0
3783,55246,460,0,0
4754,55649,748,0,0
3831,55543,772,0,0
5009,55707,651,0,0
5013,55723,554,0,0
3858,55273,742,0,0
4576,55592,160,0,0
4715,55653,92,0,0
4655,55620,248,0,0
4034,55635,282,0,0
3866,55623,898,0,0
3945,55648,682,0,0
4566,55630,281,0,0
4953,55749,456,0,0
4038,55363,614,0,0
4177,55688,250,0,0
4881,55733,282,0,0
3947,55332,634,0,0
4712,55738,778,0,0
4733,55649,190,0,0
3986,55329,898,0,0
4188,55684,904,0,0
3769,55240,364,0,0
3942,55338,28,0,0
4567,55589,88,0,0
4012,55327,764,0,0
4742,55660,888,0,0
4480,55591,390,0,0
4300,55528,548,0,0
3680,55210,120,0,0
3950,55680,246,0,0
4786,55651,261,0,0
4773,55648,766,0,0
4070,55681,786,0,0
4652,55672,294,0,0
4092,55477,20,0,0
4204,55470,850,0,0
4621,55649,18,0,0
4510,55559,420,0,0
5009,55707,880,0,0
3964,55648,538,0,0
3770,55234,706,0,0
